id,name,release date,artists,popularity,preview url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3pCt2wRdBDa2kCisIdHWgF,To the Bone,2019-06-14,Pamungkas,75,https://p.scdn.co/mp3-preview/62c47e8920a5e47dbaa8b70db622dfe4f0ba30ea?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.668,0.727,7.0,-6.55,0.0,0.027,0.514,1.9e-05,0.1,0.939,139.991,audio_features,spotify:track:3pCt2wRdBDa2kCisIdHWgF,https://api.spotify.com/v1/tracks/3pCt2wRdBDa2kCisIdHWgF,https://api.spotify.com/v1/audio-analysis/3pCt2wRdBDa2kCisIdHWgF,344571.0,4.0
3qonjOrhFCfTnaaMruHzxW,Dangerously,2016-01-29,Charlie Puth,64,https://p.scdn.co/mp3-preview/3fd9672bb6a8ef91626a78888bdf4793c3932193?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.696,0.517,2.0,-8.379,0.0,0.0366,0.364,0.0,0.197,0.23,112.291,audio_features,spotify:track:3qonjOrhFCfTnaaMruHzxW,https://api.spotify.com/v1/tracks/3qonjOrhFCfTnaaMruHzxW,https://api.spotify.com/v1/audio-analysis/3qonjOrhFCfTnaaMruHzxW,199133.0,3.0
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,2015-09-25,Fetty Wap,73,https://p.scdn.co/mp3-preview/bb80bc456e2de9dc8340862fce79addd6b008fe4?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.746,0.873,7.0,-3.803,1.0,0.128,0.0244,0.0,0.354,0.817,148.075,audio_features,spotify:track:2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/tracks/2d8JP84HNLKhmd6IYOoupQ,https://api.spotify.com/v1/audio-analysis/2d8JP84HNLKhmd6IYOoupQ,222093.0,4.0
6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,2017-03-03,Ed Sheeran,79,https://p.scdn.co/mp3-preview/f3cb6f2e07da189bbace23509fd9c03d63949292?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,261154.0,4.0
2RttW7RAu5nOAfq6YFvApB,Happier,2017-03-03,Ed Sheeran,74,https://p.scdn.co/mp3-preview/f4944de04b857647b920811fae9a1abfb27d7f8b?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,audio_features,spotify:track:2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,207520.0,4.0
1nHKI4L5pWrN5CUvW07nHP,Let Her Go (feat. Ed Sheeran) - Anniversary Edition,2023-11-10,Passenger,62,https://p.scdn.co/mp3-preview/7b0b05ee33a6ae3fee1644716f1b01d3a9ae9fab?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.495,0.488,6.0,-6.94,1.0,0.0359,0.593,1.21e-06,0.327,0.333,72.588,audio_features,spotify:track:1nHKI4L5pWrN5CUvW07nHP,https://api.spotify.com/v1/tracks/1nHKI4L5pWrN5CUvW07nHP,https://api.spotify.com/v1/audio-analysis/1nHKI4L5pWrN5CUvW07nHP,256987.0,4.0
7uzmGiiJyRfuViKKK3lVmR,Mine,2018-04-12,Bazzi,71,https://p.scdn.co/mp3-preview/c0a7b6ae1f9e5af8169b6aa870bf05c41933c8da?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.71,0.789,4.0,-3.874,1.0,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,audio_features,spotify:track:7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/tracks/7uzmGiiJyRfuViKKK3lVmR,https://api.spotify.com/v1/audio-analysis/7uzmGiiJyRfuViKKK3lVmR,131064.0,4.0
6pmZMP2ET1OJi5rKfLO8jD,3:15,2018-04-12,Bazzi,60,https://p.scdn.co/mp3-preview/d88beffc069d4b539edaccadcf01bbb27cbb882c?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.651,0.654,1.0,-5.481,1.0,0.0466,0.385,0.0,0.181,0.539,141.975,audio_features,spotify:track:6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/tracks/6pmZMP2ET1OJi5rKfLO8jD,https://api.spotify.com/v1/audio-analysis/6pmZMP2ET1OJi5rKfLO8jD,167019.0,4.0
2JuIs3XJlYPy8vBO66CEkJ,Star,2018-04-12,Bazzi,50,https://p.scdn.co/mp3-preview/31834d6d747b4c6a449e3a36d34969d20ea0ced0?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.694,0.389,8.0,-5.41,1.0,0.0706,0.3,0.0,0.158,0.409,90.984,audio_features,spotify:track:2JuIs3XJlYPy8vBO66CEkJ,https://api.spotify.com/v1/tracks/2JuIs3XJlYPy8vBO66CEkJ,https://api.spotify.com/v1/audio-analysis/2JuIs3XJlYPy8vBO66CEkJ,169872.0,4.0
4IqcDJPzDL8Hq8KwAX4jUE,human,2014-03-28,Christina Perri,63,https://p.scdn.co/mp3-preview/f79a75b1cff85615e895fe88b52fa592e97ccd3f?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.439,0.489,8.0,-6.286,1.0,0.0368,0.132,0.000643,0.114,0.253,143.808,audio_features,spotify:track:4IqcDJPzDL8Hq8KwAX4jUE,https://api.spotify.com/v1/tracks/4IqcDJPzDL8Hq8KwAX4jUE,https://api.spotify.com/v1/audio-analysis/4IqcDJPzDL8Hq8KwAX4jUE,250707.0,4.0
7l1qvxWjxcKpB9PCtBuTbU,Count on Me,2010-05-11,Bruno Mars,74,https://p.scdn.co/mp3-preview/525c3c77a8a379c9b6859eca3b3ec54bea30ef5b?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.589,0.389,0.0,-5.972,1.0,0.028,0.851,0.0,0.0772,0.501,89.1,audio_features,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,https://api.spotify.com/v1/tracks/7l1qvxWjxcKpB9PCtBuTbU,https://api.spotify.com/v1/audio-analysis/7l1qvxWjxcKpB9PCtBuTbU,197470.0,4.0
3e1rs346dsDDwpqTRGlRZR,Somebody's Pleasure,2023-01-27,Aziz Hedra,73,https://p.scdn.co/mp3-preview/4d26f9c490a18a2d23ae73963ea32dc40a7a3ae7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.633,0.491,10.0,-6.847,1.0,0.0336,0.842,3.84e-06,0.172,0.234,116.974,audio_features,spotify:track:3e1rs346dsDDwpqTRGlRZR,https://api.spotify.com/v1/tracks/3e1rs346dsDDwpqTRGlRZR,https://api.spotify.com/v1/audio-analysis/3e1rs346dsDDwpqTRGlRZR,223957.0,4.0
70MgcT507FGdoDBBLdmsqu,moonlight,2020-02-21,Dhruv,49,https://p.scdn.co/mp3-preview/2ff885449561941c4761c5357e25098fa9f7c603?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.732,0.502,2.0,-11.229,1.0,0.172,0.634,0.00123,0.104,0.565,92.064,audio_features,spotify:track:70MgcT507FGdoDBBLdmsqu,https://api.spotify.com/v1/tracks/70MgcT507FGdoDBBLdmsqu,https://api.spotify.com/v1/audio-analysis/70MgcT507FGdoDBBLdmsqu,159130.0,4.0
6L9vUQRiVybGvtAatCdRhw,worthless,2019-02-22,eli.,38,https://p.scdn.co/mp3-preview/864f527fb431cffb1e2a720e5f457e2e1884b97e?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.675,0.53,9.0,-4.196,1.0,0.0385,0.016,0.0,0.111,0.0832,124.991,audio_features,spotify:track:6L9vUQRiVybGvtAatCdRhw,https://api.spotify.com/v1/tracks/6L9vUQRiVybGvtAatCdRhw,https://api.spotify.com/v1/audio-analysis/6L9vUQRiVybGvtAatCdRhw,270240.0,4.0
1uru26I2JKd2mQZt0MDCUe,Empty Space,2018-10-19,James Arthur,53,https://p.scdn.co/mp3-preview/34d96313d90364069aad9a19ce106e5e17fe1865?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.404,0.531,1.0,-4.328,1.0,0.103,0.215,0.0,0.0521,0.321,164.848,audio_features,spotify:track:1uru26I2JKd2mQZt0MDCUe,https://api.spotify.com/v1/tracks/1uru26I2JKd2mQZt0MDCUe,https://api.spotify.com/v1/audio-analysis/1uru26I2JKd2mQZt0MDCUe,214227.0,4.0
1inxDUNid3wiWPEqAqlJbo,Like I Do,2022-03-04,J.Tajor,0,https://p.scdn.co/mp3-preview/89570eb25e62b3af3a46911b8b70d0dc8a599861?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.847,0.5,9.0,-5.481,1.0,0.0362,0.648,0.0,0.104,0.603,105.01,audio_features,spotify:track:1inxDUNid3wiWPEqAqlJbo,https://api.spotify.com/v1/tracks/1inxDUNid3wiWPEqAqlJbo,https://api.spotify.com/v1/audio-analysis/1inxDUNid3wiWPEqAqlJbo,149143.0,4.0
5Y35SjAfXjjG0sFQ3KOxmm,Nobody Gets Me,2022-12-09,SZA,83,https://p.scdn.co/mp3-preview/36cfe8fbfb78aa38ca3b222c4b9fc88cda992841?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.358,0.284,7.0,-8.285,1.0,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853.0,3.0
5II8XNTmGAsegdcYFplDfN,Statue,2018-09-06,Lil Eddie,60,https://p.scdn.co/mp3-preview/175178410bbc3ca08b7488c68ab8a9ecd539b9a9?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.636,0.563,1.0,-4.84,1.0,0.0401,0.654,0.0,0.0785,0.303,98.079,audio_features,spotify:track:5II8XNTmGAsegdcYFplDfN,https://api.spotify.com/v1/tracks/5II8XNTmGAsegdcYFplDfN,https://api.spotify.com/v1/audio-analysis/5II8XNTmGAsegdcYFplDfN,253147.0,4.0
3kdDccXEVz0snh6mcL4eFj,YK,2021-01-25,Cean Jr.,73,https://p.scdn.co/mp3-preview/de6e135183f6f95345eeb789712bb2d4337d0547?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.717,0.353,6.0,-7.872,1.0,0.0349,0.224,0.0,0.0721,0.538,118.005,audio_features,spotify:track:3kdDccXEVz0snh6mcL4eFj,https://api.spotify.com/v1/tracks/3kdDccXEVz0snh6mcL4eFj,https://api.spotify.com/v1/audio-analysis/3kdDccXEVz0snh6mcL4eFj,170263.0,4.0
14Vsn26hOxfbgVb4etM9jd,LDR - Sped Up,2023-05-13,Shoti,3,https://p.scdn.co/mp3-preview/0f1496eade47752a5d56014d00a8b2d99db97ce6?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.795,0.406,9.0,-10.286,1.0,0.0571,0.64,0.000228,0.0972,0.281,127.695,audio_features,spotify:track:14Vsn26hOxfbgVb4etM9jd,https://api.spotify.com/v1/tracks/14Vsn26hOxfbgVb4etM9jd,https://api.spotify.com/v1/audio-analysis/14Vsn26hOxfbgVb4etM9jd,165428.0,4.0
2afCBiru10AFckfOa49wIa,You & I,2013-11-25,One Direction,74,https://p.scdn.co/mp3-preview/2d76e462bbba0eaa917d739a95033962c87740af?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.574,0.329,1.0,-6.829,1.0,0.0274,0.22,0.0,0.0986,0.356,130.993,audio_features,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933.0,4.0
4zRZAmBQP8vhNPf9i9opXt,8 Letters,2018-08-31,Why Don't We,72,https://p.scdn.co/mp3-preview/76dd11284fdc92015576718c24f15189315b32df?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.607,0.478,1.0,-5.702,0.0,0.031,0.649,0.0,0.0928,0.255,88.979,audio_features,spotify:track:4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/tracks/4zRZAmBQP8vhNPf9i9opXt,https://api.spotify.com/v1/audio-analysis/4zRZAmBQP8vhNPf9i9opXt,190027.0,4.0
1gG6p0feMDWWUjS48MGTkk,Before You Go,2021-01-08,Madilyn Bailey,30,https://p.scdn.co/mp3-preview/f10df8c6b73656c0fc541d5ec955b1f122521401?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.382,0.237,8.0,-11.643,1.0,0.0455,0.76,0.0,0.173,0.357,70.823,audio_features,spotify:track:1gG6p0feMDWWUjS48MGTkk,https://api.spotify.com/v1/tracks/1gG6p0feMDWWUjS48MGTkk,https://api.spotify.com/v1/audio-analysis/1gG6p0feMDWWUjS48MGTkk,214656.0,5.0
0zDBdVVqplM1fraqw0Au81,HATELOVE,2023-02-24,Alex Porat,47,https://p.scdn.co/mp3-preview/88fa445b7aa7aaf7a75d1cef442de5c8768469ef?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.598,0.732,8.0,-4.893,1.0,0.0432,0.312,0.0,0.0643,0.492,152.037,audio_features,spotify:track:0zDBdVVqplM1fraqw0Au81,https://api.spotify.com/v1/tracks/0zDBdVVqplM1fraqw0Au81,https://api.spotify.com/v1/audio-analysis/0zDBdVVqplM1fraqw0Au81,171926.0,4.0
4wCD0qOFNRu1Q6O3N6ycm4,Crush,2008-11-11,David Archuleta,65,https://p.scdn.co/mp3-preview/98ec5e65324cc98126772d2e4465d81c90ccc4e3?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.57,0.664,0.0,-4.718,0.0,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084,audio_features,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4,https://api.spotify.com/v1/tracks/4wCD0qOFNRu1Q6O3N6ycm4,https://api.spotify.com/v1/audio-analysis/4wCD0qOFNRu1Q6O3N6ycm4,213520.0,4.0
4rOru0jbmXm21Lpe6bBP4r,I'll Be There,2012,Julie Anne San Jose,56,https://p.scdn.co/mp3-preview/40b0f17350ab7a5e961893d2f87d402f14806df5?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.448,0.472,0.0,-6.688,1.0,0.0444,0.53,0.0,0.0891,0.071,135.683,audio_features,spotify:track:4rOru0jbmXm21Lpe6bBP4r,https://api.spotify.com/v1/tracks/4rOru0jbmXm21Lpe6bBP4r,https://api.spotify.com/v1/audio-analysis/4rOru0jbmXm21Lpe6bBP4r,214867.0,4.0
00yCFRFQLu3OAhGahgVimh,At My Worst,2021-02-12,Pink Sweat$,70,https://p.scdn.co/mp3-preview/a821a6b3300253a5619fc68cb539a7aa309750d3?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.813,0.415,0.0,-5.926,1.0,0.0349,0.777,0.0,0.131,0.667,91.921,audio_features,spotify:track:00yCFRFQLu3OAhGahgVimh,https://api.spotify.com/v1/tracks/00yCFRFQLu3OAhGahgVimh,https://api.spotify.com/v1/audio-analysis/00yCFRFQLu3OAhGahgVimh,170345.0,4.0
23nW05dyMpuazGsFxdqBjB,Gun,2023-09-20,Doja Cat,46,https://p.scdn.co/mp3-preview/9796703d6db35d6d741b48cda26a290add1ab12a?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.885,0.576,10.0,-7.17,0.0,0.238,0.0695,0.000235,0.0993,0.805,76.004,audio_features,spotify:track:23nW05dyMpuazGsFxdqBjB,https://api.spotify.com/v1/tracks/23nW05dyMpuazGsFxdqBjB,https://api.spotify.com/v1/audio-analysis/23nW05dyMpuazGsFxdqBjB,176840.0,4.0
7Bs3eQv2Z0ZQaAWaBK9N1X,Pyramid (feat. Iyaz),2010-05-07,Charice,56,https://p.scdn.co/mp3-preview/14f24edded8e613742b10877be8b8f29195c4554?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.562,0.659,10.0,-5.234,1.0,0.0824,0.268,0.0,0.133,0.241,87.539,audio_features,spotify:track:7Bs3eQv2Z0ZQaAWaBK9N1X,https://api.spotify.com/v1/tracks/7Bs3eQv2Z0ZQaAWaBK9N1X,https://api.spotify.com/v1/audio-analysis/7Bs3eQv2Z0ZQaAWaBK9N1X,235947.0,4.0
38Iyh76wXf4TRnMJ7yZAod,Nothing's Gonna Change My Love For You,2022-02-18,REYNE,51,https://p.scdn.co/mp3-preview/657e19e54f35d7c4807b349f07e352f50d331f31?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.514,0.363,1.0,-9.895,1.0,0.0326,0.82,0.0,0.0933,0.24,135.67,audio_features,spotify:track:38Iyh76wXf4TRnMJ7yZAod,https://api.spotify.com/v1/tracks/38Iyh76wXf4TRnMJ7yZAod,https://api.spotify.com/v1/audio-analysis/38Iyh76wXf4TRnMJ7yZAod,203382.0,4.0
6OEolOOk9Gh9bqkdpfIOl0,Ridin' Solo,2010-02-26,Jason Derulo,63,https://p.scdn.co/mp3-preview/79e643414b9d291f30660b0172721836ac07cfc5?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.442,0.83,9.0,-4.02,1.0,0.146,0.128,0.0,0.129,0.578,89.338,audio_features,spotify:track:6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/tracks/6OEolOOk9Gh9bqkdpfIOl0,https://api.spotify.com/v1/audio-analysis/6OEolOOk9Gh9bqkdpfIOl0,215747.0,4.0
0VhgEqMTNZwYL1ARDLLNCX,Can I Be Him,2016-10-28,James Arthur,76,https://p.scdn.co/mp3-preview/8cb528d849cff993297c9444e1b6a56dc43c801e?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.696,0.543,11.0,-6.164,1.0,0.0489,0.308,0.0,0.0939,0.479,107.969,audio_features,spotify:track:0VhgEqMTNZwYL1ARDLLNCX,https://api.spotify.com/v1/tracks/0VhgEqMTNZwYL1ARDLLNCX,https://api.spotify.com/v1/audio-analysis/0VhgEqMTNZwYL1ARDLLNCX,246880.0,4.0
7s3wYgPACF47L2s7uKVHps,Right Where You Belong,2014-06-01,Julie Anne San Jose,52,https://p.scdn.co/mp3-preview/7b35c8366fe8ad91c221b900e280b5a14bc7093d?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.524,0.693,2.0,-5.368,1.0,0.0347,0.0895,0.0,0.196,0.216,135.834,audio_features,spotify:track:7s3wYgPACF47L2s7uKVHps,https://api.spotify.com/v1/tracks/7s3wYgPACF47L2s7uKVHps,https://api.spotify.com/v1/audio-analysis/7s3wYgPACF47L2s7uKVHps,215327.0,4.0
20GqLThxIpyo4LBnwoYe9T,I Love You 3000,2019-06-03,Stephanie Poetri,38,https://p.scdn.co/mp3-preview/6165d51a05647fe4114b9460b1f8fb9ae8738b3c?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.648,0.381,6.0,-7.85,1.0,0.0413,0.91,0.0,0.393,0.401,90.106,audio_features,spotify:track:20GqLThxIpyo4LBnwoYe9T,https://api.spotify.com/v1/tracks/20GqLThxIpyo4LBnwoYe9T,https://api.spotify.com/v1/audio-analysis/20GqLThxIpyo4LBnwoYe9T,209734.0,4.0
1iupzLgX4O0Qosb4yDpYoz,Salute,2013-11-11,Little Mix,60,https://p.scdn.co/mp3-preview/c82ae2064d3c8a1595caf479ec160a317c2a6710?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.641,0.732,2.0,-5.325,1.0,0.0509,0.0981,0.0,0.285,0.354,82.027,audio_features,spotify:track:1iupzLgX4O0Qosb4yDpYoz,https://api.spotify.com/v1/tracks/1iupzLgX4O0Qosb4yDpYoz,https://api.spotify.com/v1/audio-analysis/1iupzLgX4O0Qosb4yDpYoz,236013.0,4.0
2YzmfPLqUx5CJOaw5ThsBV,Plain Jane REMIX (feat. Nicki Minaj),2017-12-15,A$AP Ferg,66,https://p.scdn.co/mp3-preview/351048c0a877ddff64906b27e8b8967a7cf2211a?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.791,0.839,11.0,-4.284,1.0,0.266,0.0588,6.26e-05,0.259,0.383,170.113,audio_features,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636.0,4.0
60LTEqwQF7J0mO093FPRdc,Does She Know,2017-02-10,Kiana V,53,https://p.scdn.co/mp3-preview/f58bd5e372dd12c405d7ad9121a71cb128d08153?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.746,0.644,1.0,-7.498,1.0,0.209,0.154,0.0,0.0923,0.668,114.113,audio_features,spotify:track:60LTEqwQF7J0mO093FPRdc,https://api.spotify.com/v1/tracks/60LTEqwQF7J0mO093FPRdc,https://api.spotify.com/v1/audio-analysis/60LTEqwQF7J0mO093FPRdc,231579.0,4.0
1yvMUkIOTeUNtNWlWRgANS,Unstoppable,2016-10-21,Sia,77,https://p.scdn.co/mp3-preview/99a07d00531c0053f55a46e94ed92b1560396754?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747.0,4.0
3U1TuSqHIubBA10cVP7Sk6,I Think I'm In Love,2015-01-09,Kat Dahlia,66,https://p.scdn.co/mp3-preview/eabcde7681a1baaa4d9ac28de7e25ad9876f5011?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.632,0.638,7.0,-6.731,1.0,0.0505,0.137,0.0,0.125,0.574,121.868,audio_features,spotify:track:3U1TuSqHIubBA10cVP7Sk6,https://api.spotify.com/v1/tracks/3U1TuSqHIubBA10cVP7Sk6,https://api.spotify.com/v1/audio-analysis/3U1TuSqHIubBA10cVP7Sk6,202667.0,3.0
1yjY7rpaAQvKwpdUliHx0d,Still into You,2013-04-05,Paramore,79,https://p.scdn.co/mp3-preview/4abdea56e053fe7d0f4f4e446b43d404b28edf69?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,audio_features,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013.0,4.0
7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,2009-09-28,Paramore,74,https://p.scdn.co/mp3-preview/4526a38e355a6dd4c2f987f4cd4a51d88335373b?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.452,0.563,4.0,-6.607,1.0,0.0272,0.144,0.0,0.143,0.209,137.715,audio_features,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,https://api.spotify.com/v1/audio-analysis/7JIuqL4ZqkpfGKQhYlrirs,267653.0,3.0
4mc3rUoMwwiNTHA4al9nNd,Fallen,2021-06-25,Lola Amour,68,https://p.scdn.co/mp3-preview/a3790c044537b304d8a64bd3b84576cea6b06483?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.652,0.76,6.0,-4.098,0.0,0.0406,0.221,9.09e-05,0.147,0.615,98.079,audio_features,spotify:track:4mc3rUoMwwiNTHA4al9nNd,https://api.spotify.com/v1/tracks/4mc3rUoMwwiNTHA4al9nNd,https://api.spotify.com/v1/audio-analysis/4mc3rUoMwwiNTHA4al9nNd,201807.0,4.0
2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,2019-02-14,Ashe,71,https://p.scdn.co/mp3-preview/9a650b89f6d818752a916e41b24bbd1fb57268b6?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.572,0.406,10.0,-8.624,1.0,0.0427,0.587,4.48e-06,0.102,0.265,119.812,audio_features,spotify:track:2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/tracks/2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/audio-analysis/2nC3QhMI9reBIOWutbU3Tj,201084.0,4.0
2L75bQJQOIykLhK6nIPn7Y,On My Way,2013-10-24,Illijah,57,https://p.scdn.co/mp3-preview/798de9e328a59d87231f222b362d69dc61336ba5?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.372,0.549,8.0,-6.154,1.0,0.0524,0.391,0.0,0.0648,0.785,68.506,audio_features,spotify:track:2L75bQJQOIykLhK6nIPn7Y,https://api.spotify.com/v1/tracks/2L75bQJQOIykLhK6nIPn7Y,https://api.spotify.com/v1/audio-analysis/2L75bQJQOIykLhK6nIPn7Y,177600.0,3.0
6muW8cSjJ3rusKJ0vH5olw,Ice On My Baby (feat. Kevin Gates) - Remix,2018-09-21,Yung Bleu,62,https://p.scdn.co/mp3-preview/ee88a45234ff0bac541fde33cc9c45c840cd752a?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.762,0.52,5.0,-5.237,0.0,0.0959,0.0675,3.95e-06,0.114,0.0862,75.047,audio_features,spotify:track:6muW8cSjJ3rusKJ0vH5olw,https://api.spotify.com/v1/tracks/6muW8cSjJ3rusKJ0vH5olw,https://api.spotify.com/v1/audio-analysis/6muW8cSjJ3rusKJ0vH5olw,199520.0,4.0
22I3h5AOENlH4CqXJsEbFR,Collide (feat. Tyga),2014-08-25,Justine Skye,69,https://p.scdn.co/mp3-preview/99c21682a87628dbaa7331bc47cc743e174d34eb?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.418,0.31,11.0,-9.869,0.0,0.0625,0.095,0.0,0.216,0.131,139.614,audio_features,spotify:track:22I3h5AOENlH4CqXJsEbFR,https://api.spotify.com/v1/tracks/22I3h5AOENlH4CqXJsEbFR,https://api.spotify.com/v1/audio-analysis/22I3h5AOENlH4CqXJsEbFR,260170.0,4.0
2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),2011-03-22,Chris Brown,65,https://p.scdn.co/mp3-preview/03ae4fe3d7cb9ed09f854d6eb8bd194891b21452?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.58,0.66,6.0,-7.405,0.0,0.0429,0.0166,0.0,0.174,0.411,123.801,audio_features,spotify:track:2xRGPubKBTHX6iyrpQvtCy,https://api.spotify.com/v1/tracks/2xRGPubKBTHX6iyrpQvtCy,https://api.spotify.com/v1/audio-analysis/2xRGPubKBTHX6iyrpQvtCy,266307.0,4.0
7dJTX26gYEl9eYwSN44IbL,Bust It Open,2008-06-03,Lil Wil,52,https://p.scdn.co/mp3-preview/bddea85d99bec8048a133a5c14aaa76b168ac5bc?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.91,0.689,9.0,-6.032,1.0,0.105,0.0435,0.0,0.0978,0.891,149.989,audio_features,spotify:track:7dJTX26gYEl9eYwSN44IbL,https://api.spotify.com/v1/tracks/7dJTX26gYEl9eYwSN44IbL,https://api.spotify.com/v1/audio-analysis/7dJTX26gYEl9eYwSN44IbL,256533.0,4.0
